STATION,NAME,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WT01,WT03,WT04,WT05,WT06,WT09,WT11
USC00029464,"WITTMANN 1 SE, AZ US",6/23/2006,,,0,0,0,109,79,94,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",6/24/2006,,,0,0,0,107,80,95,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",6/25/2006,,,0,0,0,109,82,95,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",6/26/2006,,,0,0,0,104,78,92,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",6/27/2006,,,0,0,0,105,77,88,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",6/28/2006,,,0,0,0,104,77,96,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",6/29/2006,,,0,0,0,107,81,88,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",6/30/2006,,,0,0,0,107,81,91,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/1/2006,,,0,0,0,109,82,98,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/2/2006,,,0,0,0,104,85,95,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/3/2006,,,0,0,0,105,80,95,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/4/2006,,,0,0,0,103,83,93,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/5/2006,,,0,0,0,94,75,85,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/6/2006,,,0,0,0,101,73,92,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/7/2006,,,0.12,0,0,99,79,87,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/8/2006,,,0,0,0,104,75,91,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/9/2006,,,0,0,0,108,79,97,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/10/2006,,,0,0,0,106,77,94,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/11/2006,,,0,0,0,108,79,97,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/12/2006,,,0,0,0,108,81,99,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/13/2006,,,0,0,0,112,85,101,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/14/2006,,,0,0,0,115,89,102,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/15/2006,,,0.01,0,0,113,85,92,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/16/2006,,,0,0,0,108,76,96,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/17/2006,,,0,0,0,105,79,97,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/18/2006,,,0,0,0,110,86,100,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/19/2006,,,0,0,0,109,88,100,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/20/2006,,,0,0,0,113,89,95,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/21/2006,,,0,0,0,116,82,101,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/22/2006,,,0,0,0,114,92,99,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/23/2006,,,0,0,0,114,89,101,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/24/2006,,,0,0,0,112,88,99,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/25/2006,,,0.04,0,0,108,76,78,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/26/2006,,,0.08,0,0,99,75,92,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/27/2006,,,0,0,0,99,80,92,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/28/2006,,,0,0,0,99,80,90,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/29/2006,,,0,0,0,97,80,92,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/30/2006,,,0,0,0,95,76,89,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/31/2006,,,0,0,0,98,80,91,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/1/2006,,,0,0,0,98,77,89,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/2/2006,,,0,0,0,99,75,86,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/3/2006,,,0,0,0,101,78,90,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/4/2006,,,0,0,0,98,80,85,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/5/2006,,,0,0,0,101,71,90,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/6/2006,,,0,0,0,106,76,95,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/7/2006,,,0,0,0,108,79,97,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/8/2006,,,0,0,0,106,81,96,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/9/2006,,,0.87,0,0,103,74,82,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/10/2006,,,0,0,0,102,77,85,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/11/2006,,,0,0,0,96,77,90,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/12/2006,,,0.15,0,0,98,71,88,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/13/2006,,,0,0,0,101,78,91,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/14/2006,,,0,0,0,102,79,85,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/15/2006,,,0,0,0,97,77,89,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/16/2006,,,0,0,0,100,78,91,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/17/2006,,,0,0,0,101,77,87,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/18/2006,,,0,0,0,101,77,85,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/19/2006,,,0,0,0,107,75,92,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/20/2006,,,0,0,0,105,80,90,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/21/2006,,,0,0,0,107,79,86,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/22/2006,,,0,0,0,97,81,87,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/23/2006,,,0,0,0,102,77,89,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/24/2006,,,0.43,0,0,92,73,81,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/25/2006,,,0,0,0,96,73,84,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/26/2006,,,0,0,0,99,75,85,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/27/2006,,,0,0,0,104,73,84,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/28/2006,,,0,0,0,107,74,85,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/29/2006,,,0,0,0,104,76,85,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/30/2006,,,0,0,0,103,75,84,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/31/2006,,,1.61,0,0,102,72,80,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/1/2006,,,0,0,0,105,76,90,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/2/2006,,,1.3,0,0,104,70,78,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/3/2006,,,0.11,0,0,91,68,80,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/4/2006,,,0,0,0,92,67,82,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/5/2006,,,0,0,0,94,73,83,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/6/2006,,,0,0,0,95,73,84,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/7/2006,,,0.51,0,0,88,68,79,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/8/2006,,,0.67,0,0,84,64,73,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/9/2006,,,0.04,0,0,85,66,73,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/10/2006,,,0,0,0,94,68,75,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/11/2006,,,0,0,0,92,68,79,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/12/2006,,,0.55,0,0,95,67,73,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/13/2006,,,0,0,0,88,70,76,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/14/2006,,,0.08,0,0,92,69,74,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/15/2006,,,0.04,0,0,84,64,72,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/16/2006,,,0,0,0,83,59,66,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/17/2006,,,0,0,0,85,58,68,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/18/2006,,,0,0,0,85,56,67,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/19/2006,,,0,0,0,88,61,69,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/20/2006,,,0,0,0,87,58,72,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/21/2006,,,0,0,0,85,57,68,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/22/2006,,,0,0,0,83,58,70,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/23/2006,,,0,0,0,83,55,67,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/24/2006,,,0,0,0,88,58,71,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/25/2006,,,0,0,0,93,63,73,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/26/2006,,,0,0,0,95,66,77,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/27/2006,,,0,0,0,96,66,78,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/28/2006,,,0,0,0,95,67,77,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/29/2006,,,0,0,0,95,66,72,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/30/2006,,,0,0,0,95,64,74,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/1/2006,,,0,0,0,94,64,74,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/2/2006,,,0,0,0,91,66,74,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/3/2006,,,0,0,0,91,65,74,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/4/2006,,,0,0,0,93,64,76,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/5/2006,,,0.26,0,0,89,70,73,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/6/2006,,,0.06,0,0,85,66,66,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/7/2006,,,0,0,0,82,54,62,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/8/2006,,,0,0,0,83,53,72,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/9/2006,,,0,0,0,79,56,64,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/10/2006,,,0,0,0,81,53,64,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/11/2006,,,0,0,0,85,57,65,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/12/2006,,,0,0,0,86,59,67,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/13/2006,,,0,0,0,86,60,72,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/14/2006,,,0.04,0,0,73,58,58,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/15/2006,,,0,0,0,75,54,61,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/16/2006,,,0,0,0,78,50,69,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/17/2006,,,0,0,0,75,58,61,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/18/2006,,,0,0,0,76,50,60,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/19/2006,,,0,0,0,78,46,63,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/20/2006,,,0,0,0,80,52,63,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/21/2006,,,0,0,0,84,54,68,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/22/2006,,,0,0,0,84,52,63,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/23/2006,,,0,0,0,85,55,71,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/24/2006,,,0,0,0,77,55,63,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/25/2006,,,0,0,0,77,55,67,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/26/2006,,,0,0,0,74,45,55,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/27/2006,,,0,0,0,79,48,62,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/28/2006,,,0,0,0,84,52,61,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/29/2006,,,0,0,0,79,55,59,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/30/2006,,,0,0,0,77,48,55,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/31/2006,,,0,0,0,77,47,56,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/1/2006,,,0,0,0,78,51,56,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/2/2006,,,0,0,0,80,50,63,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/3/2006,,,0,0,0,82,52,65,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/4/2006,,,0,0,0,81,53,67,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/5/2006,,,0,0,0,82,52,65,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/6/2006,,,0,0,0,85,54,71,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/7/2006,,,0,0,0,87,58,69,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/8/2006,,,0,0,0,84,55,62,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/9/2006,,,0,0,0,79,51,62,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/10/2006,,,0,0,0,79,50,64,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/11/2006,,,0,0,0,74,46,65,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/12/2006,,,0,0,0,74,49,60,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/13/2006,,,0,0,0,71,48,53,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/14/2006,,,0,0,0,73,46,55,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/15/2006,,,0,0,0,76,43,60,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/16/2006,,,0,0,0,79,48,53,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/17/2006,,,0,0,0,80,47,60,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/18/2006,,,0,0,0,81,51,62,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/19/2006,,,0,0,0,83,51,61,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/20/2006,,,0,0,0,80,49,61,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/21/2006,,,0,0,0,79,49,57,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/22/2006,,,0,0,0,77,49,59,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/23/2006,,,0,0,0,75,50,57,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/24/2006,,,0,0,0,75,52,60,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/25/2006,,,0,0,0,71,43,52,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/26/2006,,,0,0,0,68,42,48,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/27/2006,,,0,0,0,63,43,52,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/28/2006,,,0,0,0,61,44,45,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/29/2006,,,0,0,0,53,34,38,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/30/2006,,,0,0,0,55,27,37,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",12/1/2006,,,0,0,0,65,35,44,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",12/2/2006,,,0,0,0,68,40,50,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",12/3/2006,,,0,0,0,65,32,48,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",12/4/2006,,,0,0,0,69,34,46,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",12/5/2006,,,0,0,0,72,39,47,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",12/6/2006,,,0,0,0,74,41,56,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",12/7/2006,,,0,0,0,76,44,58,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",12/8/2006,,,0,0,0,68,41,55,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",12/9/2006,,,0,0,0,67,43,49,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",12/10/2006,,,0,0,0,64,39,48,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",12/11/2006,,,0,0,0,66,39,47,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",12/12/2006,,,0,0,0,66,37,48,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",12/13/2006,,,0,0,0,68,43,53,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",12/14/2006,,,0,0,0,70,42,53,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",12/15/2006,,,0,0,0,70,43,52,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",12/16/2006,,,0,0,0,67,41,58,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",12/17/2006,,,0,0,0,59,47,48,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",12/18/2006,,,0,0,0,56,42,44,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",12/19/2006,,,0,0,0,54,31,41,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",12/20/2006,,,0,0,0,53,28,38,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",12/21/2006,,,0,0,0,56,29,41,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",12/22/2006,,,0.08,0,0,46,35,39,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",12/23/2006,,,0,0,0,63,33,42,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",12/24/2006,,,0,0,0,63,35,46,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",12/25/2006,,,0,0,0,68,36,44,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",12/26/2006,,,0,0,0,67,40,51,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",12/27/2006,,,0,0,0,63,46,49,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",12/28/2006,,,0.1,0,0,53,41,46,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",12/29/2006,,,0,0,0,55,38,44,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",12/30/2006,,,0,0,0,59,35,42,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",12/31/2006,,,0,0,0,59,32,43,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",1/1/2007,,,0,0,0,63,40,44,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",1/2/2007,,,0,0,0,70,43,54,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",1/3/2007,,,0,0,0,69,39,46,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",1/4/2007,,,0,0,0,65,38,44,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",1/5/2007,,,0,0,0,62,42,43,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",1/6/2007,,,0,0,0,62,37,45,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",1/7/2007,,,0,0,0,64,36,48,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",1/8/2007,,,0,0,0,75,40,58,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",1/9/2007,,,0,0,0,74,44,54,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",1/10/2007,,,0,0,0,64,42,51,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",1/11/2007,,,0,0,0,68,41,56,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",1/12/2007,,,0,0,0,56,43,43,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",1/13/2007,,,0,0,0,49,34,34,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",1/14/2007,,,0,0,0,45,22,29,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",1/15/2007,,,0,0,0,54,25,38,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",1/16/2007,,,0,0,0,55,25,40,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",1/17/2007,,,0,0,0,57,25,41,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",1/18/2007,,,0,0,0,65,31,46,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",1/19/2007,,,0.41,0,0,50,37,43,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",1/20/2007,,,0,0,0,52,38,41,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",1/21/2007,,,0.04,0,0,50,36,36,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",1/22/2007,,,0,0,0,56,32,44,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",1/23/2007,,,0,0,0,59,33,43,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",1/24/2007,,,0,0,0,63,37,48,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",1/25/2007,,,0,0,0,68,36,48,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",1/26/2007,,,0,0,0,63,37,46,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",1/27/2007,,,0,0,0,64,38,50,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",1/28/2007,,,0,0,0,67,37,52,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",1/29/2007,,,0,0,0,69,45,52,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",1/30/2007,,,0,0,0,58,46,50,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",1/31/2007,,,1.18,0,0,56,44,46,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",2/1/2007,,,0,0,0,57,37,47,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",2/2/2007,,,0,0,0,57,36,45,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",2/3/2007,,,0,0,0,64,36,46,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",2/4/2007,,,0,0,0,66,39,51,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",2/5/2007,,,0,0,0,75,45,57,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",2/6/2007,,,0,0,0,76,47,56,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",2/7/2007,,,0,0,0,74,46,54,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",2/8/2007,,,0,0,0,74,44,56,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",2/9/2007,,,0,0,0,76,46,60,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",2/10/2007,,,0,0,0,76,51,62,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",2/11/2007,,,0.04,0,0,69,52,53,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",2/12/2007,,,0,0,0,72,43,50,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",2/13/2007,,,0,0,0,63,41,55,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",2/14/2007,,,0,0,0,64,42,50,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",2/15/2007,,,0,0,0,65,36,52,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",2/16/2007,,,0,0,0,69,41,57,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",2/17/2007,,,0,0,0,78,46,60,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",2/18/2007,,,0,0,0,76,54,62,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",2/19/2007,,,1.53,0,0,62,46,46,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",2/20/2007,,,0.1,0,0,61,44,48,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",2/21/2007,,,0,0,0,65,40,52,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",2/22/2007,,,0,0,0,72,43,61,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",2/23/2007,,,0,0,0,62,44,45,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",2/24/2007,,,0,0,0,59,38,45,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",2/25/2007,,,0,0,0,63,34,48,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",2/26/2007,,,0,0,0,67,40,53,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",2/27/2007,,,0,0,0,68,40,58,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",2/28/2007,,,0,0,0,59,36,44,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",3/1/2007,,,0,0,0,61,33,45,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",3/2/2007,,,0,0,0,63,35,55,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",3/3/2007,,,0,0,0,63,34,55,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",3/4/2007,,,0,0,0,68,41,53,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",3/5/2007,,,0,0,0,72,43,53,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",3/6/2007,,,0,0,0,78,44,56,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",3/7/2007,,,0,0,0,81,51,72,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",3/8/2007,,,0,0,0,83,52,64,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",3/9/2007,,,0,0,0,80,51,58,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",3/10/2007,,,0,0,0,83,53,67,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",3/11/2007,,,0,0,0,84,49,64,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",3/12/2007,,,0,0,0,85,53,64,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",3/13/2007,,,0,0,0,86,53,70,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",3/14/2007,,,0,0,0,85,51,68,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",3/15/2007,,,0,0,0,88,53,67,,,,,,,
